NO_OF_FRAMES	1500
NO_OF_CAMERAS	8
NO_OF_MARKERS	28
FREQUENCY	60
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION--
TIME_STAMP--
DATA_INCLUDED	3D
MARKER_NAMES	Head_FL	Head_FR	Head_BL	Head_BR	Shoulder_L	Shoulder_R	Spine	Sternum	Hip_FL	Hip_FR	Hip_BL	Hip_BR	Elbow_L	Elbow_R	Radius_L	Ulna_L	Radius_R	Ulna_R	Finger_L	Finger_R	Knee_L	Knee_R	Ankle_L	Ankle_R	Pinkie_L	BigToe_L	Pinkie_R	BigToe_R	
496.848000	490.423000	1626.397000	539.245000	642.013000	1610.324000	635.404000	446.001000	1564.331000	679.134000	598.106000	1546.876000	655.792000	351.031000	1413.617000	604.395000	669.829000	1385.530000	764.516000	524.139000	1294.566000	517.663000	501.517000	1239.723000	597.603000	343.248000	927.469000	532.341000	605.586000	924.199000	779.594000	438.215000	1016.925000	763.195000	571.407000	1004.295000	742.705000	262.212000	1076.880000	742.364000	761.746000	1011.502000	519.167000	319.797000	921.957000	567.802000	278.713000	868.251000	504.479000	706.315000	888.982000	550.179000	738.806000	827.598000	446.235000	292.779000	798.296000	438.052000	751.440000	763.705000	692.315000	289.093000	433.013000	438.361000	729.066000	488.792000	886.404000	395.655000	91.918000	464.456000	727.378000	70.495000	825.380000	299.407000	19.649000	768.503000	313.690000	23.391000	356.275000	789.032000	26.334000	302.202000	746.071000	25.821000	
503.398000	479.079000	1621.222000	543.777000	631.463000	1605.329000	643.264000	436.899000	1560.301000	684.438000	589.956000	1543.211000	668.070000	342.895000	1409.046000	609.836000	660.829000	1380.457000	773.341000	518.726000	1291.343000	527.761000	490.236000	1234.688000	612.262000	333.469000	925.508000	542.622000	596.305000	919.431000	795.093000	431.596000	1013.755000	776.470000	564.113000	1001.241000	759.697000	256.266000	1072.610000	742.191000	755.786000	1004.498000	535.856000	307.252000	917.580000	584.307000	267.281000	864.279000	503.775000	694.595000	886.602000	545.982000	728.673000	825.457000	462.421000	277.349000	794.290000	433.933000	738.997000	763.541000	700.062000	279.989000	429.904000	442.433000	723.180000	489.947000	893.617000	389.557000	89.873000	464.603000	726.480000	71.141000	824.736000	296.443000	15.993000	770.138000	312.720000	23.407000	356.075000	787.699000	27.347000	302.221000	745.010000	25.770000	
509.801000	467.513000	1616.740000	547.358000	620.789000	1601.397000	651.367000	428.291000	1557.768000	689.667000	582.012000	1541.155000	680.379000	335.078000	1405.663000	615.215000	652.229000	1376.546000	781.804000	513.747000	1289.536000	537.690000	479.609000	1231.266000	625.867000	324.246000	924.745000	552.185000	587.005000	915.628000	810.400000	425.783000	1011.875000	790.184000	557.313000	999.693000	776.710000	251.128000	1069.568000	741.797000	749.264000	998.775000	551.971000	294.619000	914.424000	601.672000	256.113000	861.275000	502.896000	682.152000	885.513000	544.879000	716.377000	821.714000	479.694000	261.840000	790.983000	429.605000	726.027000	764.622000	708.740000	271.561000	428.371000	447.699000	716.634000	491.333000	896.955000	386.353000	87.430000	465.099000	725.193000	71.693000	826.469000	294.523000	15.206000	772.096000	311.529000	23.484000	356.163000	785.407000	29.660000	302.322000	743.724000	25.892000	
516.107000	455.840000	1613.744000	550.815000	610.043000	1599.038000	659.223000	420.105000	1556.951000	694.242000	574.630000	1541.030000	692.359000	328.041000	1404.199000	620.298000	644.131000	1374.864000	789.916000	509.349000	1288.902000	547.323000	469.209000	1229.266000	638.500000	315.731000	924.938000	561.228000	578.747000	913.395000	825.485000	420.835000	1011.705000	807.161000	552.357000	1000.363000	793.881000	246.957000	1068.557000	741.590000	741.996000	994.880000	568.586000	282.647000	912.509000	619.715000	245.015000	859.705000	502.054000	669.490000	886.722000	541.809000	704.931000	821.938000	498.056000	245.937000	789.379000	425.540000	712.867000	767.524000	718.146000	264.242000	427.485000	454.526000	709.734000	492.679000	899.897000	384.232000	84.758000	466.170000	724.248000	72.373000	827.987000	293.416000	14.463000	773.220000	311.054000	23.455000	356.590000	782.221000	31.830000	302.590000	742.229000	26.646000	
522.552000	443.960000	1612.166000	553.515000	599.327000	1598.284000	667.810000	412.586000	1558.002000	698.737000	567.490000	1542.864000	704.534000	321.728000	1404.790000	624.747000	636.242000	1375.021000	797.645000	505.337000	1289.670000	556.432000	459.488000	1229.290000	650.444000	307.782000	926.075000	569.607000	570.827000	912.862000	831.205000	418.284000	1011.108000	819.495000	548.042000	1001.876000	811.468000	243.528000	1069.844000	742.022000	734.255000	993.485000	585.548000	271.107000	912.553000	638.436000	234.876000	860.187000	501.898000	656.442000	890.270000	538.824000	692.558000	824.804000	517.715000	230.535000	789.399000	418.170000	697.122000	775.170000	727.496000	259.030000	427.472000	462.285000	701.704000	494.052000	901.124000	383.846000	83.117000	468.247000	723.327000	73.661000	828.538000	293.422000	14.266000	773.510000	310.974000	23.456000	357.484000	778.387000	35.120000	303.953000	739.262000	27.922000	
528.901000	432.013000	1612.042000	555.738000	588.331000	1598.740000	675.462000	405.349000	1560.031000	702.344000	561.285000	1546.533000	716.679000	315.980000	1406.829000	628.496000	628.540000	1376.742000	804.438000	502.438000	1291.371000	564.969000	449.930000	1231.268000	659.880000	300.482000	929.328000	577.570000	557.468000	912.096000	843.480000	415.217000	1013.314000	829.845000	545.419000	1004.039000	829.516000	241.425000	1073.109000	743.029000	726.050000	994.170000	603.010000	260.223000	915.032000	657.714000	225.450000	863.282000	501.336000	643.463000	897.878000	535.510000	681.300000	832.437000	537.928000	215.208000	791.553000	421.529000	686.879000	782.875000	736.318000	256.451000	428.545000	470.785000	693.026000	494.974000	901.962000	384.182000	81.765000	470.298000	722.170000	75.195000	828.810000	293.657000	14.237000	773.570000	310.938000	23.520000	357.189000	772.606000	41.152000	306.031000	735.131000	30.713000	
534.900000	420.221000	1612.482000	555.833000	576.071000	1601.668000	683.318000	398.446000	1563.777000	705.745000	555.210000	1551.647000	728.705000	311.148000	1410.450000	631.640000	621.362000	1380.431000	810.823000	499.925000	1294.172000	573.219000	440.735000	1234.483000	671.980000	293.008000	931.607000	583.697000	548.003000	914.405000	858.000000	412.368000	1017.556000	836.887000	543.569000	1006.548000	847.960000	240.275000	1078.170000	744.824000	717.897000	996.677000	620.712000	249.939000	919.878000	676.951000	217.310000	868.345000	501.835000	630.104000	907.314000	533.050000	670.785000	841.518000	558.884000	198.801000	796.715000	414.417000	670.069000	795.768000	744.317000	256.205000	430.063000	479.785000	683.427000	495.624000	902.935000	384.571000	81.140000	473.074000	720.050000	76.584000	829.005000	293.773000	14.219000	773.642000	310.933000	23.534000	360.322000	767.480000	43.456000	307.804000	729.682000	35.528000	
541.252000	406.674000	1614.156000	556.643000	565.036000	1604.585000	690.873000	392.016000	1568.585000	708.555000	550.278000	1559.785000	740.746000	307.266000	1415.298000	634.022000	613.999000	1384.958000	816.535000	498.200000	1297.976000	581.091000	431.350000	1238.945000	681.743000	285.519000	936.550000	587.505000	538.851000	918.677000	868.045000	408.846000	1021.879000	840.781000	542.343000	1010.414000	866.507000	240.132000	1084.502000	746.597000	710.090000	1000.936000	638.901000	240.815000	926.852000	696.347000	210.027000	875.348000	502.746000	617.161000	918.873000	531.376000	657.228000	851.704000	580.051000	185.986000	803.053000	411.056000	654.773000	810.424000	751.812000	257.150000	432.567000	489.211000	673.068000	496.339000	904.089000	384.752000	80.503000	476.331000	717.327000	78.836000	829.100000	293.885000	14.101000	773.663000	310.995000	23.653000	361.458000	761.818000	50.091000	309.673000	722.701000	43.632000	
546.886000	395.629000	1616.458000	557.150000	553.757000	1608.148000	697.844000	385.672000	1573.972000	712.612000	542.793000	1566.127000	752.746000	304.114000	1421.173000	635.748000	606.960000	1390.115000	822.049000	496.728000	1302.506000	588.884000	422.218000	1244.698000	692.535000	277.973000	940.368000	593.106000	530.365000	922.795000	878.036000	405.666000	1027.291000	843.820000	541.395000	1015.599000	885.723000	242.195000	1092.682000	748.483000	702.802000	1006.263000	656.155000	234.187000	937.853000	716.083000	203.573000	883.907000	503.879000	604.550000	932.297000	530.925000	642.130000	862.161000	600.729000	174.028000	812.220000	408.181000	638.903000	826.582000	759.441000	258.284000	435.735000	497.062000	663.293000	496.590000	905.504000	384.318000	80.127000	479.495000	713.813000	81.206000	829.406000	293.725000	14.019000	773.894000	311.146000	23.667000	362.302000	755.102000	58.534000	311.933000	713.812000	53.557000	
552.474000	384.558000	1619.115000	557.498000	542.554000	1612.497000	704.703000	379.709000	1580.002000	716.220000	535.512000	1572.923000	764.931000	301.587000	1428.746000	637.327000	600.078000	1395.816000	827.230000	495.465000	1307.976000	596.305000	413.273000	1250.558000	700.331000	267.416000	940.418000	598.397000	523.962000	924.530000	887.733000	403.039000	1033.642000	846.056000	541.076000	1020.708000	904.532000	244.311000	1101.643000	749.290000	698.302000	1011.890000	675.939000	226.732000	948.780000	734.731000	199.465000	893.330000	505.027000	590.484000	948.603000	529.728000	627.956000	875.460000	620.940000	163.693000	822.767000	405.322000	622.633000	844.446000	768.676000	260.667000	439.442000	507.005000	652.425000	496.634000	907.137000	384.120000	79.994000	482.505000	709.625000	83.997000	829.790000	293.563000	14.044000	774.150000	311.173000	23.746000	362.470000	745.932000	66.532000	314.623000	701.769000	63.024000	
